X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE
-122.310424410273,47.357694389132,1499,351386,0000000,350,Castaway Spirits On 99,Castaway Spirits On 99,27201 PACIFIC HWY S,98003
-122.331678019481,47.6117737391297,1500,351389,0000000,350,Caterer,Aramark  @ Convention Place,800 CONVENTION PL,98101
-122.344990310226,47.7506812386219,1501,352187,0000000,350,Drift On Inn,Drift On Inn,16708 AURORA AVE N,98133
-122.362721840089,47.5516713287519,1502,352188,0000000,350,Drifting Donut (Kc247) @ 206-999-3608,Drifting Donut (Kc247),5604 DELRIDGE WAY SW,98106
-122.319489304582,47.4081278693423,1503,1355,382772,390,Des Moines Library,Des Moines Lib,21620 11th Ave S,98198
-122.322633325362,47.7053229288355,1504,2729,269699,600,Northgate Community Center,Northgate CC,10510 5th Ave NE,98125
-122.29154936362,47.4905492280855,1505,2319,734385,64,Citizenship & Immigration Service,Citizenship & Immigration Service,12500 Tukwila International Blvd,98168
-122.005615284895,47.3487248109747,1506,6003699,0000000,600,Maple Ridge Highlands Open Space,Maple Ridge Highlands Open Space,SE Summit Landsburg Road and 256th Ave SE,98051
-122.103676498697,47.6429774500801,1507,618,0000000,600,Idylwood Park,Idylwood Park,Sammamish Pkwy NE & NE 38th St,98052
-122.030802700349,47.6134005588264,1508,352241,0000000,350,Eastlake High School,Eastlake High School,400 228TH AVE NE,98074
-122.14257379912,47.4660740903183,1509,725,0000000,600,Cedar River Trail ROW,Cedar River Park,149th Ave SE & Renton Maple Valley,98058
-121.994158027475,47.1986828162114,1510,6004414,853422,600,Veterans Triangle Park,Veterans Triangle Park,907 Cole St,98022
-122.489527740837,47.3556651523296,1511,774,0000000,600,Recreation Area,Recreation Area,Sandy Shore Dr SW,98070
-122.3200316915,47.6015327879322,1512,2739,439096,600,Yesler Community Center,Yesler Community Center,917 E Yesler Way,98122
-122.338811360232,47.6080964350596,1513,600056,840418,60,Harold Poll Bldg,110 Union,110 Union St,98101
-122.208993588389,47.4621257290761,1514,690,0000000,600,Talbot Hill Reservoir Park,Talbot Hill Park,S 19th St & Talbot Rd S,98055
-122.36212880595,47.7785553460999,1515,1593,0000000,690,Firdale Village,Firdale Village,3rd Ave NW & NW 205th St,98020
-122.059746326673,47.597810081107,1516,6005096,0000000,600,Ebright Creek Park,Ebright Creek Park,212th Ave SE and SE 13th Pl,98075
-122.466289369468,47.3889529488141,1517,351272,0000000,350,Caffe Nautica  @ 23919 Vashon Hwy Sw,Caffe Nautica - Burton Coffee Stand,24007 VASHON HWY SW,98070
-122.059342598361,47.2888428764315,1518,660067,638108,66,Station 97,97,34920 212th AVE SE,98092
-122.312801640358,47.2827242191356,1519,352103,0000000,350,Divine Decadence Espresso,Divine Decadence Espresso,810 HARVEY RD NE,98001
-122.377221159868,47.5648648994572,1520,351112,0000000,350,Buddha Ruksa,Buddha Ruksa,3520 SW GENESEE ST,98126
-122.157172950546,47.2806569394266,1521,351115,0000000,350,"Buena Vista 7 Day Adventist School ; Kitchen B",Buena Vista Elementary,3320 ACADEMY DR SE,98092
-122.296624540076,47.4225691090927,1522,351120,0000000,350,Bull Pen Pub Bar & Grill,Bull Pen Pub Bar & Grill,20011 PACIFIC HWY S,98198
-122.359243669273,47.7477704114095,1523,1298,184059,663,Shoreline Community College,Shoreline CC,16101 Greenwood Ave N,98133
-122.46228578987,47.4467338993243,1524,351354,0000000,350,Casa Bonita,Casa Bonita,17623 100TH AVE SW,98070
-122.344180890464,47.6365098489841,1525,351395,0000000,350,Catholic Comm Serv-Aloha,Catholic Comm Serv-Aloha,1911 AURORA AVE N,98109
-122.05154961056,47.3982797692658,1526,351411,0000000,350,Cedar River Middle School,Cedar River Middle School,22615 SWEENEY RD SE,98038
-121.952477309658,47.7356324290013,1527,351416,0000000,350,Cedarcrest High School,Cedarcrest High School,29000 NE 150TH ST,98019
-122.319254760363,47.6139220290873,1528,351449,0000000,350,Cha Cha Lounge,Cha Cha Lounge,1013 E Pike ST,98122
-122.362723999894,47.5516989988476,1529,351476,0000000,350,Charlie'S Food Truck  @ Route 206-850-3432,Charlie'S Food Truck,4611 36 AVE SW,98126
-122.333831999729,47.5976079993292,1530,351506,0000000,350,Cherry Street Coffeehouse,Cherry Street Coffee,528 1ST AVE S,98104
-122.314329180042,47.6863741692015,1531,351545,0000000,350,Chiang'S Gourmet Restaurant,Chiang'S Gourmet Restaurant,7845 LAKE CITY WAY NE,98115
-122.366154750376,47.528632029479,1532,351553,0000000,350,Chief Sealth Hs - Concession Stand C121,Chief Sealth High School,2600 SW THISTLE ST,98126
-122.301890560628,47.5989193791223,1533,351574,0000000,350,Chinatown Cafe 15,"Chinatown Cafe; #15",2301 S JACKSON ST,98144
-122.181757620365,47.2883977093519,1534,351579,0000000,350,Chinook Elementary School,Chinook Elementary School,3502 AUBURN WAY S,98092
-122.357247449652,47.6332126886755,1535,351605,0000000,350,Chocolopolis,Chocolopolis,1527 QUEEN ANNE AVE N,98109
-122.24571699969,47.2994429990735,1536,351640,0000000,350,Cinnabon,Cinnabon,1101 OUTLET COLLECTION WAY SW SPC 1205,98001
-122.121287999652,47.6686794991309,1537,351669,0000000,350,Claim Jumper Restaurant,Claim Jumper Restaurant,7210 164TH AVE SE,98052
-122.312340190443,47.3024662587854,1538,351690,0000000,350,Club Vip,Club Vip,33320 PACIFIC HWY S,98003
-122.365184520636,47.640209489295,1539,351705,0000000,350,Coe Elementary,Coe Elementary,2433 6TH AVE W,98119
-122.33737312937,47.6022818592968,1540,351724,0000000,350,Cold Spot Of Seattle - N Kiosk,Cold Spot Of Seattle - N Kiosk,801 ALASKAN WAY,98104
-122.287115470475,47.5581789993922,1541,351737,0000000,350,Columbia School,Columbia Orca  School,3528 S FERDINAND ST,98118
-122.280466200442,47.553537998825,1542,351777,0000000,350,Corazon Taqueria,Corazon Taqueria,5303 RAINIER AVE S #B,98118
-122.350857014294,47.6214095501389,1543,6600332,439725,664,The Center High School,The Center,305 Harrison St,98109
-122.24899842661,47.2709904716374,1544,599,12130,660,Alpac Elementary School,Alpac,310 Milwaukee Blvd N,98047
-121.875816552132,47.5324933801698,1545,6600676,195119,660,Cascade View Elementary School-Snoqualmie,Cascade View,34816 SE Ridge St,98065
-122.335943071953,47.2774937472091,1546,87,2395,661,Illahee Middle School,Illahee,36001 1st Ave S,98003
-122.348970768888,47.637963582534,1547,6600128,414769,664,Queen Anne Elementary School,Queen Anne,411 Boston St,98109
-122.280706254838,47.3268072387011,1548,11,21,660,Lake Dolloff Elementary School,Lake Dolloff,4200 S 308th St,98001
-122.171791104241,47.5677213486466,1549,182,98,662,Newport High School,Newport,4333 Factoria Blvd SE,98006
-122.33978474963,47.6648201188411,1550,6600649,841015,660,Waldorf School - Kinderhaus Campus,Waldorf Kindergarten,4919 Woodlawn Ave N,98103
-122.029618671899,47.5243072924545,1551,342,2420,660,Clark Elementary School,Clark,500 2nd Ave SE,98027
-122.318068361286,47.6666544813925,1552,868,12405,660,University Child Development School,University Child Dev,5062 9th Ave NE,98105
-122.028809211336,47.524488548764,1553,357,1129642,661,Issaquah Middle School,Issaquah Middle,600 2nd Ave SE,98027
-122.059924945557,47.6699952105423,1554,6600174,12139,664,Explorer Community School,Explorer Community,7040 208th Ave NE,98053
-122.184220454472,47.5380384495783,1555,698,9371,660,Hazelwood Elementary School-Newcastle,Hazelwood,7100 116th Ave SE,98056
-121.816887661847,47.522781189232,1556,758,21151,662,Mount Si High School,Mount Si ,8651 Meadowbrook Way SE,98065
-122.065521853783,47.6812640758087,1557,2314,366184,666,The Bear Creek School,Bear Creek,8905 208th Ave NE,98053
-122.373849814221,47.6487649754653,1558,660049,412793,66,Station 20,20,3205 13th Ave W,98119
-122.379750711017,47.5608392208725,1559,660060,460278,66,Station 32,32,3715 SW Alaska St,98126
-121.915115911133,47.641061979187,1560,660095,153,66,Station 85,85,3600 Tolt Ave,98014
-122.379611888326,47.6674266511813,1561,3300043,328287,330,Swedish Medical Center Ballard Campus,Swedish Ballard Campus,5300 Tallman Ave NW,98107
-122.114442571035,47.2525065330875,1562,650085,807384,65,Muckleshoot Tribe Police Department,Muckleshoot PD,38903 172nd Ave SE,98092
-122.248414702983,47.277989608204,1563,650028,802571,65,Algona Police Department,Algona,402 Warde St,98001
-122.3454104822,47.4456969375176,1564,650057,611401,65,Normandy Park Police Department,Normandy Park PD,801 SW 174th St,98166
-122.334140297591,47.6069484946869,1565,600065,445364,60,Pacific NW Bell Tele Co,Pacific NW Bell ,1101 4th Ave,98101
-122.330612882257,47.6045287573781,1566,600077,834657,60,Bank of America Tower,Bank Of America,701 5th Ave,98104
-122.380313198643,47.6327867804021,1567,6300002,759566,630,"Piers 90,91","Piers 90,91",2001 W Garfield St,98119
-122.163830334151,47.7549481223108,1568,1200021,0000000,120,Woodinville Cemetery,Cemetery-Woodinville Snohom. Rd,Woodinville Snohomish Rd & NE 175th St,98072
-122.332968224237,47.6064852656287,1569,3900015,435524,390,Seattle Central Library,Seattle Library,1000 4th Ave,98104
-122.369813826005,47.662562760206,1570,630011,325574,63,King North/Ballard Comm Services-Welfare,Welfare - North,907 NW Ballard Way,98107
-122.015510318743,47.2477859325488,1571,660121,10,66,Station 94,94,39404 244th Ave SE,98022
-121.878882397445,47.3620656376305,1572,660122,661999,66,Station 88,88,34824 SE 268th St,98051
-121.361258419248,47.7078918462225,1573,660135,72907,66,Station 1,1,107 Old Cascade Hwy W,98288
-122.351639441341,47.5025843976757,1574,660136,504175,66,Station 18,18,1243 SW 112th ST,98146
-122.159171478796,47.7564862129363,1575,660078,21175,66,Station 31,31,17718 Woodinville Snohomish Rd,98072
-122.132915261015,47.4867791396357,1576,660099,573201,66,Station 16,16,12923 156th Ave SE,98059
-122.211608837286,47.631761914104,1577,660005,109345,66,Station 5,5,9621 NE 24th St,98004
-122.181312932931,47.6037067637524,1578,660007,111225,66,Station 7,7,11900 SE 8th St,98005
-122.223950086093,47.5417989513057,1579,660010,187860,66,Station 92,92,8473 SE 68th St,98040
-122.028002929825,47.5784745518444,1580,660094,12216,66,Station 83,83,3425 Issaquah Pine Lake Rd SE,98027
-122.196881069596,47.6158550993226,1581,351472,0000000,350,Chantanee Family Thai,Chantanee Thai Restaurant,601 108TH AVE NE A100,98004
-122.227365349751,47.4110937694901,1582,351473,0000000,350,Chao Praya Restaurant,Chao Praya Restaurant,21222 84TH AVE S,98032
-122.149166209494,47.7294341093734,1583,351479,0000000,350,Chateau Ste Michelle - Banquet Room,Chateau Ste Michelle Winery,14111 NE 145TH ST,98072
-122.149166209494,47.7294341093734,1584,351481,0000000,350,Chateau Ste Michelle - Retail/Tasting Bar,Chateau Ste Michelle Winery,14111 NE 145TH ST,98072
-122.316336200662,47.6118781291552,1585,351483,0000000,350,Chatterbox,Chatterbox,1100 12TH AVE #101,98122
-122.362707069814,47.5517552789938,1586,351485,0000000,350,Cheap Dog Catering @ 589 Occidental Ave S,Cheap Dog Catering,5604 DELRIDGE WAY SW,98106
-122.223131110459,47.4995198355096,1587,90024,0000000,90,Bryn Mawr Neighborhood,Bryn Mawr,S 115th Pl & 87th Ave S,98187
-122.238306756641,47.4899357741339,1588,90025,0000000,90,Skyway Neighborhood,Skyway,Renton Ave S & 76th Ave S,98178
-122.322913149202,47.5264675316433,1589,90026,0000000,90,South Park Neighborhood,South Park,S Cloverdale St & 8th Ave S,98108
-122.276064301133,47.5461628401806,1590,90029,0000000,90,Rainier Valley Neighborhood,Rainier Valley,S Graham St & Rainier Ave S,98118
-122.269987634546,47.5233080420283,1591,90033,0000000,90,Rainier Beach Neighborhood,Rainier Beach,S Henderson St & Rainier Ave S,98118
-122.107458441242,47.3581046389372,1592,90034,0000000,90,"Covington, Timberlane Neighborhood","Covington, Timberlane",SR 516 & SE Wax Rd,98042
-122.176780452561,47.7629396012243,1593,90035,0000000,90,North Creek Neighborhood,North Creek,North Creek Pky & 120th Ave NE,98011
-122.316092239864,47.5479282289416,1594,90037,0000000,90,Georgetown Neighborhood,Georgetown,S Bailey St & 13th Ave S,98108
-122.201874224302,47.372563954665,1595,90039,0000000,90,Kent East Hill Neighborhood,Kent East Hill,SE 256th St & 104th Ave SE,98030
-122.151422870206,47.7379267596362,1596,6002960,0000000,600,West Sammamish Trail Site,West Sammamish Trail Site,122nd Ave NE and Woodinville Drive NE to 154th Ave NE and N,98072
-122.175613409377,47.7312563373299,1597,90040,0000000,90,Kingsgate Neighborhood,Kingsgate,NE 144th St & 124th Ave NE,98034
-122.290802069976,47.6827802486928,1598,350896,0000000,350,Black Pearl,Black Pearl,7347 35TH AVE NE,98115
-122.341637210379,47.4664814088814,1599,350899,0000000,350,Black Zia Cantina,Black Zia Cantina,15212 6TH AVE SW,98166
-122.387033069557,47.5742694995122,1600,350900,0000000,350,Blackboard Bistro,Blackboard Bistro,3247 CALIFORNIA AVE SW,98116
-122.301908950494,47.5764742988444,1601,350901,0000000,350,Blaine Memorial United Methodist Church,Blaine Memorial United Methodist,3001 24TH AVE S,98144
-121.915874000175,47.6471179988945,1602,350902,0000000,350,Blake'S Pizza,Blake'S Pizza,31722 W EUGENE ST,98014
-122.336422839822,47.6887540087896,1603,350903,0000000,350,Blanchet High School Kitc,Blanchet High School Kitc,8200 WALLINGFORD AVE N,98103
-122.339273329885,47.6083701388923,1604,350904,0000000,350,Blarney Stone Pub,Blarney Stone Pub,1416 1ST AVE,98101
-122.196868470083,47.6154731688574,1605,350905,0000000,350,Blazing Bagels,Blazing Bagels,555 108TH AVE NE,98004
-122.333964570265,47.5918505689165,1606,350906,0000000,350,Blazing Bagels @ Safeco Field,Blazing Bagels,1250 1ST AVE S,98104
-122.316729471379,47.6893734249786,1607,973,0000000,600,Maple Leaf Playground,Mapleleaf Playground,Roosevelt Way NE & NE 82nd St,98115
-122.275393190285,47.6718441200999,1608,6007090,0000000,600,University Circle,University Circle,Vassar Ave. NE and Ann Arbor Ave NE,98105
-121.982013015885,47.3577897555913,1609,606,0000000,600,Ravensdale Park,Ravensdale Park,Kent-Kangley Rd & 272nd Ave SE,98051
-122.121866267981,47.5584765643702,1610,6005043,0000000,600,Silverleaf Park,Silverleaf Park,SE 156th St and 240th Ave SE,00000
-122.139980304444,47.5881142512553,1611,204,0000000,600,Robinswood Park,Robinswood Park,153rd Ave SE & SE 24th St,98007
-122.357920300059,47.4576498252923,1612,1256,0000000,600,Park Site,Park Site,1700 SW 162nd St,98166
-122.089933203847,47.3256653705482,1613,578,0000000,600,Public Boat Launch & Fishing Area,Public Boat Launch & Fishing Area,SE 308th St & 190th Pl SE,98042
-122.076977785931,47.4565602609658,1614,6003007,0000000,600,Belmondo Reach Natural Area,Belmondo Reach Natural Area,17454 201st Pl SE,98038
-122.328421958092,47.6037773857005,1615,2186,834652,62,King County Adult Correctional Facility,King County Adult Correctional Facility,500 5th Ave,98104
-122.325758629469,47.4066680478523,1616,2237,903090,530,Des Moines QFC,Des Moines QFC,21815 Marine View Dr S,98198
-122.187663563605,47.7267254768844,1617,511,0000000,600,Kingsgate Park,Kingsgate Park,NE 140th St & 116th Ave NE,98034
-122.32831543163,47.5514645751706,1618,1825,487423,420,Seattle Design Center,Seattle Design Center,5601 6th Ave S,98108
-122.343098575034,47.4980060312897,1619,1200,0000000,600,Salmon Creek Park,Salmon Creek Park,8th Ave SW & SW 118th St,98146
-122.227479539553,47.3089212099038,1620,2699,719555,330,HealthPoint Auburn,HealthPoint Auburn,126 Auburn Ave NE,98002
-122.239709015159,47.4611889651036,1621,2154,0000000,510,Tukwila Sounder Station,Tukwila Station,Longacres Way & Longacres Drive,98057
-122.317271357382,47.7094015936433,1622,2275,274067,530,Northgate QFC,Northgate QFC,11100 Roosevelt Way NE,98125
-122.180785827816,47.5035850222902,1623,701,736679,390,Highlands Library,Highlands Lib,2902 NE 12th St,98056
-122.227686488958,47.6127370810159,1624,6005101,0000000,600,View Point Park - Medina,View Point Park - Medina,8394 North Fork Rd SE,00000
-122.332748810623,47.6046984018126,1625,1530,833511,60,Central Bldg,Central Bldg,810 3rd Ave,98104
-122.194843818023,47.7587926243364,1626,1966,0000000,120,Bothell IOOF Cemetary,Bothell IOOF Cemetary,Valley View St & NE 180th St,98011
-122.106081089488,47.6664624395014,1627,352115,0000000,350,Dogfather Catering #2 @ Route 650-269-7686,Dogfather Catering,15200 NE 116th ST,98052
-122.359707780383,47.623447358765,1628,352117,0000000,350,Dolcetta Artisan Sweets,Dolcetta Artisan Sweets,501 2ND AVE W #100,98119
-122.227253520107,47.3074000490733,1629,352118,0000000,350,Dollar Latino,Dollar Latino,202 E MAIN ST,98002
-122.150424000274,47.7558819986651,1630,352119,0000000,350,Dollar Tree # 5276,Dollar Tree #5276,14160 NE WOODINVILLE-DUVALL RD STE B,98072
-122.34682966048,47.7250765489536,1631,352120,0000000,350,Dollar Tree #2320,Dollar Tree #2320,13233 AURORA AVE N,98133
-122.236076980543,47.7569226293998,1632,352121,0000000,350,Dollar Tree #4208,Dollar Tree #4208,7808 NE BOTHELL WAY,98028
-122.255146860238,47.4548137691916,1633,352122,0000000,350,Dollar Tree #4423,Dollar Tree #4423,363 STRANDER BL,98188
-122.201398959403,47.4835463592038,1634,352124,0000000,350,Dollar Tree #4600,Dollar Tree #4600,1222 BRONSON WAY N,98057
-122.313438510596,47.6623262590538,1635,352125,0000000,350,Dollar Tree #4761,Dollar Tree #4761,4535 UNIVERSITY WAY NE,98105
-122.178647330477,47.50231705908,1636,352128,0000000,350,Dollar Tree Store #2563,Dollar Tree Store #2563,2902 NE SUNSET BL,98056
-122.294786270514,47.3915656594107,1637,352130,0000000,350,Dollar Tree Store #3063,Dollar Tree Store #3063,23406 PACIFIC HWY S,98032
-122.223835679865,47.319075939275,1638,352131,0000000,350,Dollar Tree Store #3197,Dollar Tree Store #3197,1241 AUBURN WAY N,98002
-122.338858700569,47.4677615788159,1639,352132,0000000,350,"Dollar Tree; #3894",Dollar Tree #3894,250 SW 152ND ST,98166
-122.357405019387,47.6328001092048,1640,352133,0000000,350,Domani Pizzeria & Restaurant,Domani Pizzeria & Restaurant,1515 QUEEN ANNE AVE N,98109
-121.839724890144,47.5339432092174,1641,352137,0000000,350,Domino'S Pizza #7086,Domino'S Pizza #7086,7328 BETTER WAY SE #10,98065
-122.363409230043,47.2998012187686,1642,352138,0000000,350,Domino'S Pizza #7108,Domino'S Pizza #7108,2317 SW 336TH ST,98023
-122.224240010627,47.301567399384,1643,352139,0000000,350,Domino'S Pizza #7113,Dominos Pizza #7113,620 AUBURN WAY S,98002
-122.312823300437,47.661625189147,1644,352215,0000000,350,E J Burger,E J Burger,4510 UNIVERSITY WAY NE,98105
-122.168304929742,47.5407323094332,1645,351297,0000000,350,Camelot Catering,Camelot Catering,12901 SE 69TH PL,98006
-122.363752089675,47.6582371494405,1646,351299,0000000,350,Cameron Catering,Cameron Catering,4216 6TH AVE NW,98107
-122.188006692044,47.7171709617251,1647,570047,31901,570,Kingsgate P&R,Kingsgate P&R,13001 116th Way NE,98034
-122.189153383053,47.5570689263517,1648,570070,241280,570,Newport Hills P&R,Newport Hills P&R,5115 113th Pl SE,98006
-122.323564898641,47.5718081183143,1649,570094,919998,570,Airport/Spokane P&R,Airport/Spokane P&R,Airport Way/Spokane St,98134
-122.207383120321,47.7110411795709,1650,570109,40900,570,Holy Spirit Lutheran Church P&R,Holy Spirit Lutheran Church P&R,10021 NE 124th St,98034
-122.203693065692,47.6760355637958,1651,500003,0000000,500,Kirkland Transit Center,Kirkland Transit Center,3rd St & Kirkland Ave.,98033
-122.327303728696,47.7020199611356,1652,500004,251994,500,Northgate Transit Center,Northgate Transit Center,NE 102nd St & 1st Ave NE,98125
-122.153815594033,47.6153471128075,1653,570152,98414,570,The Neighborhood Church P&R,The Neighborhood Church P&R,625 140th Ave NE,98005
-122.344774211111,47.6143324475051,1654,6007027,0000000,600,Regrade Park,Regrade Park,2251 3rd Ave,98121
-121.917991907951,47.643567978576,1655,904005,0000000,904,Carnation Tree Farm/Hjertoos Farm,Carnation Tree Farm/Hjertoos Farm,31523 NE 40th St,00000
-122.386807150638,47.5825552792461,1656,350305,0000000,350,Angelina'S,Angelina'S,2311 CALIFORNIA AVE SW,98116
-122.348107719692,47.6108477790037,1657,350315,0000000,350,Anthony'S @  Pier 66,Anthony'S Restaurant,2201 ALASKAN WAY,98121
-122.177014139604,47.3218069893187,1658,350521,0000000,350,Bakery Detour,Bakery Detour,31217 124th AVE SE #6,98092
-122.324373889808,47.6191974986639,1659,351333,0000000,350,Captain Blacks,Captain Blacks,129 BELMONT AVE E,98102
-122.128907230604,47.6688927690261,1660,351427,0000000,350,Celtic Bayou,Celtic Bayou,7281 W LAKE SAMMAMISH PKWY NE,98052
-122.354866299611,47.7199263793777,1661,351455,0000000,350,Chada Thai Restaurant,Chada Thai Restaurant,308 N 125TH ST,98133
-122.270399309351,47.5071346893196,1662,351486,0000000,350,Checkers Iii,Checkers Iii,10359 51ST AVE S,98178
-122.312816300186,47.6227746990554,1663,351696,0000000,350,Coastal Kitchen,Coastal Kitchen,429 15TH AVE E,98112
-121.995166149847,47.1980558186458,1664,351721,0000000,350,Coffee Vault,Coffee Vault,838 COLE ST,98022
-122.353354489852,47.6211196392317,1665,351728,0000000,350,Collections Cafe,Collections Cafe,305 HARRISON ST,98109
-122.176230371851,47.6300606161417,1666,30006,984019,30,Evans Heliport ,Evans,12328 Northupway,98005
-122.335124958806,47.5818432847324,1667,1849,0000000,690,Starbucks Center,Starbucks Center,2401 Utah St,98134
-122.35140601032,47.6123640909392,1668,1572,442639,360,Edgewater Inn,Edgewater Inn,Alaskan Way & Wall Street,98121
-121.360446262682,47.7094387213701,1669,1889,72386,390,Skykomish Library,Skykomish Lib,100 5th St N,98288
-122.354251450445,47.6908175369983,1670,841,274444,210,Department of Licensing-Greenwood,DOL - Greenwood,N 85th St & Greenwood Ave N,98103
-122.336655776474,47.6127287740127,1671,1702,834695,60,Medical Dental Bldg,Medical Dental Bldg,509 Olive Way,98101
-122.384829599742,47.5610745123293,1672,2203,0000000,690,Jefferson Square,Jefferson Square,SW Alaska St & 42nd Ave SW,98116
-122.332018522775,47.5987540738581,1673,1554,433064,60,Court In The Square,Court In The Square,401 2nd Ave S,98104
-122.138756870898,47.5489236612933,1674,6005040,0000000,600,SE 63rd Greenbelt North,SE 63rd Greenbelt North,7031 148 Ave NE,00000
-122.194904371604,47.6241679103871,1675,117,0000000,600,Zumdieck Park,Zumdieck Park,NE 16th Pl & 108th Ave NE,00000
-122.240080856965,47.3878632140895,1676,2400011,983817,240,ShoWare Center,ShoWare Center,625 W James St,98032
-122.418287867726,47.6678725460488,1677,1655,0000000,480,Indian Cultural Center,Indian Cultural Center,Discovery Park,98199
-121.934766279663,47.667398498917,1678,351305,0000000,350,Camp Korey- Dining Center,Camp Korey @ Carnation Farms,28901 NE CARNATION FARM RD,98014
-122.065504190476,47.363756638892,1679,351307,0000000,350,Camp Mccullough,Camp Mccullough,20665 SE 264TH ST,98042
-121.900151999711,47.6398709993189,1680,351308,0000000,350,Camp River Ranch,Camp River Ranch,33300 NE 32ND ST,98014
-122.518748510271,47.3633221194322,1681,351309,0000000,350,Camp Sealth,Camp Sealth,14500 SW CAMP SEALTH RD,98070
-121.733823619517,47.469474278753,1682,351310,0000000,350,Camp Waskowitz Dining Hall,Camp Waskowitz Dining Hall,45505 SE 150TH ST,98045
-122.341373630201,47.6098299190729,1683,351311,0000000,350,Campagne,Campagne,86 PINE ST,98101
-122.253279150456,47.4924527192814,1684,351312,0000000,350,Campbell Hill Elementary,Campbell Hill Elementary,6418 S 124TH ST,98178
-122.20293450948,47.3682036295027,1685,352141,0000000,350,Domino'S Pizza #7129,Domino'S Pizza #7129,26019 104TH AVE SE #104,98030
-122.386761469833,47.5437454486379,1686,352145,0000000,350,Domino'S Pizza #7142,Domino'S Pizza #7142,6540 CALIFORNIA AVE SW,98136
-122.320963000317,47.6137189994873,1687,352146,0000000,350,Domino'S Pizza #7144,Domino'S Pizza #7144,1427 BROADWAY,98122
-122.287536110485,47.5629752088291,1688,352147,0000000,350,Domino'S Pizza #7145,Domino'S Pizza #7145,4436 RAINIER AVE S #A,98118
-122.195143169335,47.3058567137226,1689,6002397,0000000,600,State Park - Auburn Narrows,State Park - Auburn Narrows,212th Ave SE and SE 13th Pl,00000
-122.200778785694,47.3147751051826,1690,6002396,0000000,600,Lea Hill Tennis Courts,Lea Hill Tennis Courts,212th Ave SE and SE 13th Pl,00000
-122.191637890027,47.297216652227,1691,1981,0000000,120,Muckleshoot Indian Cemetery,Muckleshoot Indian Cemetery,Scenic Dr & Dogwood St SE,98092
-122.293067154238,47.627045164926,1692,2139,0000000,600,Japanese Teahouse,Japanese Teahouse,Lake Washington Blvd E & E Madison St,00000
-122.20273805157,47.4934835086834,1693,1514,737567,420,Boeing Renton,Boeing Renton,635 Park Ave N,98057
-122.178075157075,47.7391472467364,1694,248,0000000,600,East Norway Hill Park,East Norway Hill Park,119th Ave NE & NE 154th St,00000
-122.339105417785,47.6078281433675,1695,1851,0000000,60,South Arcade 98 Union Bldg,South Arcade 98 Union Bldg,1st Ave & Union St,00000
-122.327447675054,47.4637802432918,1696,1214,0000000,600,Moshier Memorial Park,Moshier Park,S 156th Way & 4th Ave S,00000
-122.163866837427,47.7502185172423,1697,6002725,0000000,600,Woodin Creek Park,Woodin Creek Park,13301 NE 171st Street,98072
-122.163667325715,47.3876128450749,1698,2234,876212,530,Meridian QFC,Meridian QFC,13304 SE 240th St,98042
-122.046942881296,47.3753875008129,1699,525,857514,300,Lake Wilderness Golf Course,Lake Wilderness GC,25400 Witte Rd SE,98038
-121.99067504695,47.202408149165,1700,293,393867,150,Enumclaw Chamber of Commerce,Enumclaw CC,1421 Cole St,98022
-122.303256260469,47.3326255940103,1701,105,0000000,600,Wildwood Park - Federal Way,Wildwood Park in Federal Way,23rd Ave S & S 300th St,00000
-122.180693021953,47.7685993514516,1702,1615,177415,330,Kaiser Permanente - Northshore ,Kaiser Permanente - Northshore ,11913 NE 195th St,98011
-122.310499284891,47.7333450681729,1703,2273,770339,530,North Seattle QFC,North Seattle QFC,1531 NE 145th St,98155
-122.33884075767,47.6087020246769,1704,1727,832894,60,Newmark Bldg,Newmark Bldg,1401 2nd Ave,98101
-122.385513882935,47.58204172353,1705,2297,465424,530,Bartell Drugs-Admiral,Bartell Drugs-Admiral,2345 42nd Ave SW,98116
-122.369327781759,47.5132022774354,1706,6600488,528088,661,Explorer West Middle School,Exlplorer West,10015 28th Ave SW,98146
-122.360306807922,47.5723806905768,1707,1775,0000000,630,Pier 7,Pier 7,W Marginal Way SW & SW Spokane St,00000
-122.036988292239,47.4743179533336,1708,904034,0000000,904,Trinity Tree Farm,Trinity Tree Farm,14237 228th Avenue,98027
-122.504538007433,47.331898527952,1709,10000004,408867,66,Station 57,57,30223 131st Ave SW,98070
-122.338238422438,47.6098675908511,1710,1703,839525,60,Melbourne Tower,Melbourne Tower,1511 3rd Ave,98101
-122.220079574553,47.2694360516319,1711,6002368,0000000,600,Roegner Park,Roegner Park,601 Oravetz Rd,98092
-122.042000439275,47.3371473340426,1712,573,0000000,600,Lake Sawyer Park,Lake Sawyer Park,SE 296th St,98010
-122.222465751353,47.4742513770114,1713,1580,987083,63,Renton Worksource,Renton Worksource,500 SW 7th St,98057
-122.242153902257,47.4484336686534,1714,6002974,0000000,600,Interurban Trail Site - Tukwila,Interurban Trail Site - Tukwila,S 156th St and Nelson Pl to 74th Ave S and S 180th St,98188
-122.214250986788,47.4427189613552,1715,693,597748,330,UW Medicine Valley Medical Center,Valley Medical Center,400 SW 43rd St,98055
